deu	Es regt mich auf, nicht herauszufinden, wo mein Rechenfehler ist.
deu	Fühlen Sie sich wie zu Hause.
deu	Wenn es nicht wahr ist, so ist es doch gut erfunden.
deu	Mali ist eines der ärmsten Länder Afrikas südlich der Saharawüste.
deu	Wieso kommst du nicht mit uns?
deu	In großen Städten kann man sich nicht verirren, dort gibt es überall Karten!
deu	Er ist mehrmals gekommen.
deu	Wir fragen uns, wieso.
deu	Ich werde ein Bad nehmen.
deu	Wenn man zu viel isst, wird man dick.
deu	Ich weiß nicht, ob er das für mich getan hätte.
deu	Würdest du gerne kommen?
deu	Sie wäre gerne gekommen, aber sie hatte Ferien.
deu	Ich dachte, es wäre wahr.
deu	Das ist die Stadt, von der ich dir erzählt habe.
deu	Das ist der Junge, an den ich denke.
deu	Man hat ihn mehrmals gewarnt.
deu	Ich muss das Buch vor Samstag zurückgeben.
deu	Wir haben uns so sehr bemüht, die Dinge für unsere Kinder zu verbessern, dass wir sie verschlechtert haben.
deu	Hallo, ich wollte dir nur mitteilen, dass das Problem gelöst ist.
deu	Wie kannst du einen Laptop und kein Handy haben?
deu	Ich bin mit Freunden ein Bier trinken gegangen.
deu	Er ist aus dem Fenster gesprungen.
deu	Sie haben sich gestritten.
deu	Ich habe Kaviar gegessen.
deu	Er hat sich sehr verändert seit dem letzten Mal.
deu	Sie haben den falschen Schlüssel genommen.
deu	Wie viel kostet es?
deu	Ich bringe Ihnen sofort die Rechnung.
deu	Ich werde mit Scheck zahlen.
deu	Hast du ein Trinkgeld dagelassen?
deu	Vergessen Sie den Kassenzettel nicht.
deu	Tut mir leid, ich habe kein Kleingeld.
deu	Die Situation ist schlimmer, als wir dachten.
deu	Wir müssen mit dem Schlimmsten rechnen.
deu	Sie wissen nicht einmal, wieso.
deu	Entschuldigung, ich habe mich verwählt.
deu	Ich hätte gerne, dass du mir die Wahrheit erzählst.
deu	Wem sagst du das!
deu	Wer kommt mit mir?
deu	Florenz ist die schönste Stadt Italiens.
deu	Ich habe nette Leute getroffen.
deu	Ich habe mit Freunden gesprochen.
deu	Du hast dich sehr verändert.
deu	Die, die ihn kennen, schätzen ihn.
deu	Wie schön du bist!
deu	Es gibt genauso viele Museen wie Kirchen.
deu	Es ist schwieriger, als du glaubst.
deu	Man braucht 10 Minuten zum Bahnhof.
deu	Wir haben es geschafft!
deu	Der Wurm windet sich.
deu	Der Geist ist willig, aber das Fleisch ist schwach.
deu	Vergiss es. Es ist die Mühe nicht wert.
deu	Wer nicht arbeitet, hat kein Recht zu essen.
deu	Wir werden heute Abend viel essen, ich hoffe also, dass du nicht auf Diät bist.
eng	Let's try something.
eng	I have to go to sleep.
fra	Je ne supporte pas ce type.
eng	Today is June 18th and it is Muiriel's birthday!
eng	Muiriel is 20 now.
eng	The password is "Muiriel".
eng	I will be back soon.
eng	I'm at a loss for words.
eng	This is never going to end.
eng	I just don't know what to say.
eng	That was an evil bunny.
eng	I was in the mountains.
eng	Is it a recent picture?
eng	I don't know if I have the time.
eng	Education in this world disappoints me.
eng	You're in better shape than I am.
eng	You are in my way.
eng	This will cost €30.
eng	I make €100 a day.
eng	I may give up soon and just nap instead.
eng	It's because you don't want to be alone.
eng	That won't happen.
eng	Sometimes he can be a strange guy.
eng	I'll do my best not to disturb your studying.
eng	I can only wonder if this is the same for everyone else.
eng	I suppose it's different when you think about it over the long term.
eng	I miss you.
eng	I'll call them tomorrow when I come back.
eng	I always liked mysterious characters more.
eng	You should sleep.
eng	I'm going to go.
eng	I told them to send me another ticket.
eng	You're so impatient with me.
eng	I can't live that kind of life.
eng	I once wanted to be an astrophysicist.
eng	I never liked biology.
eng	The last person I told my idea to thought I was nuts.
eng	If the world weren't in the shape it is now, I could trust anyone.
eng	It is unfortunately true.
eng	They are too busy fighting against each other to care for common ideals.
eng	Most people think I'm crazy.
eng	No I'm not; you are!
eng	That's MY line!
eng	He's kicking me!
eng	Are you sure?
eng	Then there is a problem...
eng	Oh, there's a butterfly!
eng	Hurry up.
eng	It doesn't surprise me.
eng	For some reason I feel more alive at night.
eng	It depends on the context.
eng	Are you freaking kidding me?!
eng	That's the stupidest thing I've ever said.
eng	I don't want to be lame; I want to be cool!!
eng	When I grow up, I want to be a king.
eng	America is a lovely place to be, if you are here to earn money.
eng	I'm so fat.
eng	So what?
eng	I'm gonna shoot him.
eng	I'm not a real fish, I'm just a mere plushy.
eng	I'm just saying!
eng	That was probably what influenced their decision.
eng	I've always wondered what it'd be like to have siblings.
eng	This is what I would have said.
eng	It would take forever for me to explain everything.
eng	That's because you're a girl.
eng	Sometimes I can't help showing emotions.
eng	It's a word I'd like to find a substitute for.
eng	It would be something I'd have to program.
eng	I don't intend to be selfish.
eng	Let's consider the worst that could happen.
eng	How many close friends do you have?
eng	I may be antisocial, but it doesn't mean I don't talk to people.
eng	This is always the way it has been.
eng	I think it is best not to be impolite.
eng	One can always find time.
eng	I'd be unhappy, but I wouldn't kill myself.
eng	Back in high school, I got up at 6 a.m. every morning.
eng	When I woke up, I was sad.
eng	That is somewhat explained at the end.
eng	I thought you liked to learn new things.
eng	Most people write about their daily life.
eng	If I could send you a marshmallow, Trang, I would.
eng	In order to do that, you have to take risks.
eng	Every person who is alone is alone because they are afraid of others.
eng	Why do you ask?
eng	I am not an artist. I never had the knack for it.
eng	I can't tell her now. It's not that simple anymore.
eng	I am a flawed person, but these are flaws that can easily be fixed.
eng	Whenever I find something I like, it's too expensive.
eng	How long did you stay?
eng	Maybe it will be exactly the same for him.
eng	Innocence is a beautiful thing.
eng	Humans were never meant to live forever.
eng	I don't want to lose my ideas, even though some of them are a bit extreme.
eng	I think I have a theory about that.
eng	That is intriguing.
eng	You are saying you intentionally hide your good looks?
eng	I do not have an account in these forums.
eng	If anyone was to ask what the point of the story is, I really don't know.
eng	I didn't know where it came from.
eng	I think my living with you has influenced your way of living.
eng	This is not important.
eng	I didn't like it.
eng	She's asking how that's possible.
eng	You're just running away from life's problems.
eng	If you look at the lyrics, they don't really mean much.
eng	There's a problem there that you don't see.
eng	You can do it.
eng	My physics teacher doesn't care if I skip classes.
eng	I wish I could go to Japan.
eng	I hate it when there are a lot of people.
eng	I have to go to bed.
eng	After that, I left, but then I realized that I forgot my backpack at their house.
eng	I won't ask you anything else today.
eng	It may freeze next week.
eng	Even though he apologized, I'm still furious.
eng	The police will get you to find the bullets.
eng	Thanks for having explained to me at last why people take me for an idiot.
eng	That wasn't my intention.
eng	Thanks for your explanation.
eng	Theoretically, I'm doing math.
eng	If you didn't know me that way then you simply didn't know me.
eng	It almost scared me not to see you online for a whole day.
eng	I don't know what you mean.
eng	My computer has got to be useful for something.
eng	You wanted to tell me about freedom?
eng	Uh, now it's really weird...
eng	If I wanted to scare you, I would tell you what I dreamt about a few weeks ago.
eng	One can't expect everything from schools.
eng	There are many words that I don't understand.
eng	I don't like it when mathematicians who know much more than I do can't express themselves explicitly.
eng	You're really not stupid.
eng	I need to ask you a silly question.
eng	I don't know how to demonstrate it, since it's too obvious!
eng	I wouldn't have thought I would someday look up "Viagra" in Wikipedia.
eng	Can it be phrased in another way?
eng	No one will know.
eng	I found a solution, but I found it so fast that it can't be the right solution.
eng	It seems interesting to me.
eng	Except that here, it's not so simple.
eng	I like candlelight.
eng	What did you answer?
eng	No, he's not my new boyfriend.
eng	It's too bad that I don't need to lose weight.
eng	You never have class or what?!
eng	I will play Sudoku then instead of continuing to bother you.
eng	Where is the problem?
eng	I can only wait.
eng	It's not much of a surprise, is it?
eng	I love you.
eng	I don't like you anymore.
eng	I am curious.
eng	Congratulations!
eng	I don't want to wait that long.
eng	Why don't you come visit us?
eng	But the possibility seems unlikely.
fra	Pour une fois dans ma vie je fais un bon geste... Et ça ne sert à rien.
eng	I shouldn't have logged off.
eng	I don't know what to do anymore.
eng	It is inevitable that I go to France someday, I just don't know when.
eng	I hate chemistry.
eng	I didn't want this to happen.
eng	You can probably guess what happens though.
eng	Next thing you know, you'll be in the papers.
eng	What other options do I have?
eng	I am not much of a traveller.
eng	I have nothing better to do.
eng	I can't explain it either.
eng	Everyone has strengths and weaknesses.
eng	Seriously though, episode 21 made me almost cry while laughing.
eng	It only shows you're not a robot.
eng	How could I be a robot? Robots don't dream.
eng	It's not something anyone can do.
eng	I don't know if I still have it.
eng	What do you think I've been doing?
eng	Don't underestimate my power.
eng	My mom doesn't speak English very well.
eng	I don't speak French well enough!
eng	I was wondering if you were going to show up today.
eng	Therein lies the problem.
eng	How do you find food in outer space?
eng	All you can do is trust one another.
eng	Everyone wants to meet you. You're famous!
eng	Why are you sorry for something you haven't done?
eng	I utterly despise formal writing!
eng	Foreign people intrigue me.
eng	Whatever I do, she says I can do better.
eng	What keeps you up so late?
eng	You'd be surprised what you can learn in a week.
eng	I don't have anyone who'd travel with me.
eng	You're not fast enough.
eng	Life is hard, but I am harder.
eng	Bearing can be unbearable.
eng	Stop it! You're making her feel uncomfortable!
eng	Nothing is beautiful but the truth.
eng	Tomorrow, he will land on the moon.
eng	I don't speak Japanese.
eng	This is a pun.
eng	Nobody understands me.
eng	I learned to live without her.
eng	It's useless to keep on thinking any more.
eng	I have too many things on my mind these days.
eng	I just wanted to check my email.
eng	Do you really need to ask the question to know the answer?
eng	You can't expect me to always think of everything!
eng	I suppose that behind each thing we have to do, there's something we want to do...
eng	You really don't have the right priorities!
eng	Don't expect others to think for you!
eng	You never have time for important things!
eng	It's no use pretending to make me believe that I believe things you don't believe!
eng	It would take me too much time to explain to you why it's not going to work.
eng	I'm so dumb... I'm trying to explain things to you that I don't understand myself.
eng	Stop seeing me as a "normal" person!
eng	Are you referring to me?
eng	There will always be things I will never learn, I don't have eternity before me!
eng	It can't be!
eng	I wish I could care more about my grades but it seems that, at a certain point of my life, I decided they wouldn't be so important anymore.
eng	"A rolling stone gathers no moss" is a proverb.
eng	Would you like something to drink?
eng	"Who is it?" "It's your mother."
eng	"When will you be back?" "It all depends on the weather."
eng	"What's going on in the cave? I'm curious." "I have no idea."
eng	We must learn to live together as brothers, or we will perish together as fools.
eng	Uh... How's that working?
eng	"To tell you the truth, I am scared of heights." "You are a coward!"
eng	"Trust me," he said.
eng	"This is what I was looking for!" he exclaimed.
eng	"This looks pretty interesting," Hiroshi says.
eng	Their communication may be much more complex than we thought.
eng	"The phone is ringing." "I'll get it."
eng	"That's very nice of you," Willie answered.
eng	"Thank you for helping me." "Don't mention it."
eng	Someday I'll run like the wind.
eng	"She likes music." "So do I."
eng	Please don't cry.
eng	Let me know if there is anything I can do.
eng	It may be that the happiness awaiting us is not at all the sort of happiness we would want.
eng	It is up to you to decide whether we will go there or not.
eng	Class doesn't begin until eight-thirty.
eng	I want a boat that will take me far away from here.
eng	"I feel like playing cards." "So do I."
eng	"Haven't we met somewhere before?" asked the student.
eng	A Japanese would never do such a thing.
eng	Allen is a poet.
eng	The archer killed the deer.
eng	Communism will never be reached in my lifetime.
eng	Rye was called the grain of poverty.
eng	In the 1950's, the Finns were cited as having one of the least healthy diets in the world.
eng	If you see a mistake, then please correct it.
eng	Place the deck of cards on the oaken table.
eng	The Germans are very crafty.
eng	If you don't eat, you die.
eng	How do you spell "pretty"?
eng	Why don't we go home?
eng	I'm sorry, I can't stay long.
eng	Ten years is a long time to wait.
eng	"Why aren't you going?" "Because I don't want to."
eng	One million people lost their lives in the war.
eng	It is not rare at all to live over ninety years.
eng	First, I'm going to do an outline of my new website.
eng	Democracy is the worst form of government, except all the others that have been tried.
eng	When you're beginning to look like the photo in your passport, you should go on a holiday.
eng	It wasn't me, commissioner!
eng	Oh, my white pants! And they were new.
eng	With so many people around he naturally became a bit nervous.
eng	When I left the train station, I saw a man.
eng	You're an angel!
eng	People from Madrid are weird.
eng	Well, the night is quite long, isn't it?
eng	You're lucky because he didn't bite you.
eng	Did you miss me?
eng	Are they all the same?
eng	Thank you very much!
eng	Where are the eggs, please?
eng	I'll take him.
eng	It's a surprise.
eng	That's a good idea!
eng	Round trip? Only one-way.
eng	It's a pity when somebody dies.
eng	They were left speechless.
eng	Damn! It's not bad!
eng	Pull into shape after washing.
eng	Wash before first wearing.
eng	Don't open before the train stops.
eng	Those who live in glass houses should not throw stones.
eng	They say love is blind.
eng	Oh, I'm sorry.
eng	Math is like love - a simple idea, but it can get complicated.
eng	The only useful answers are those that raise new questions.
eng	To have doubts about oneself is the first sign of intelligence.
eng	Poor is not the one who has too little, but the one who wants too much.
eng	Seeing that you're not surprised, I think you must have known.
eng	How long does it take to get to the station?
eng	This will be a good souvenir of my trip around the United States.
eng	Excuse me; allow me to point out three errors in the above article.
eng	It is difficult to keep up a conversation with someone who only says "yes" and "no".
eng	Do you speak Italian?
eng	"I can't think with that noise," she said, as she stared at the typewriter.
eng	It is said that "Hamlet" is the most interesting play ever written.
fra	Ne tenez aucun compte de ce qu'il dit.
eng	May I ask a question?
eng	"How do you feel?" he inquired.
eng	It's quite difficult to master French in 2 or 3 years.
eng	It's impossible for me to explain it to you.
eng	I don't want to spend the rest of my life regretting it.
eng	It would be fun to see how things change over the years.
eng	I would never have guessed that.
eng	Imagination affects every aspect of our lives.
eng	You'll forget about me someday.
eng	That is rather unexpected.
eng	I wonder how long it's going to take.
eng	I can't live without a TV.
eng	I couldn't have done it without you. Thank you.
eng	Nothing is achieved without effort.
eng	Many people drift through life without a purpose.
eng	Life without love is just totally pointless.
eng	Let me know if I need to make any changes.
eng	I think exams are ruining education.
eng	We can't sleep because of the noise.
eng	Do you have a condom?
eng	Do whatever he tells you.
eng	I can walk to school in 10 minutes.
eng	It took me more than two hours to translate a few pages of English.
eng	It is already eleven.
eng	May I talk to Ms. Brown?
eng	"Yes, orange juice please," says Mike.
eng	"Ah!" is an interjection.
eng	What do you want?
eng	The mandatory character of schooling is rarely analyzed in the multitude of works dedicated to the study of the various ways to develop within children the desire to learn.
eng	You suck dude! I have to tell you everything!
eng	I have a bone to pick with you.
eng	Do you need me to give you some money?
eng	Paris is the most beautiful city in the world.
eng	Hey, I may have no money, but I still have my pride.
eng	I have a dream.
eng	This is my friend Rachel. We went to high school together.
eng	The cost of life increased drastically.
eng	All that which is invented, is true.
eng	To be surprised, to wonder, is to begin to understand.
eng	But the universe is infinite.
eng	To be perfect she lacked just one defect.
eng	And yet, the contrary is always true as well.
eng	We don't see things as they are, but as we are.
eng	The world is a den of crazies.
eng	You opened up my eyes to what it's like when everything is right.
eng	You found me where no one else was looking.
eng	You're by my side; everything's fine now.
eng	What do you mean you don't know?!
eng	You look stupid.
eng	I think I'm gonna go to sleep.
eng	My name is Jack.
eng	I like it very much.
eng	We're meeting up tomorrow?
eng	How do you say that in Italian?
eng	I have to go shopping. I'll be back in an hour.
eng	Is it far from here?
eng	These things aren't mine!
eng	Thanks, that's all.
eng	Would you like to dance with me?
eng	Italy is a very beautiful country.
eng	It's not my fault!
eng	I'd like to stay for one night.
eng	Could you dial for me? The telephone is too high.
eng	Is there a youth hostel near here?
eng	Where are the showers?
eng	Open your mouth!
eng	Is it bad?
eng	I have lost my wallet.
eng	Love is never wasted.
eng	Life is what happens to you while you're busy making other plans.
eng	Not wanting is the same as having.
eng	He's very sexy.
eng	"Pass me the salt, please." "Here you are."
eng	There are too many things to do!
eng	Come on, play with me, I'm so bored!
eng	Don't you even think of eating my chocolate!
eng	Stop asking me for a drink! Go get it yourself.
eng	Thanks to you I've lost my appetite.
eng	I really need to hit somebody.
eng	Who doesn't know this problem?!
eng	It has been so long since I last went to Disneyland with my family.
eng	My parents keep arguing about stupid things. It's so annoying!
eng	If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.
eng	My friends always say I'm too calm, but my family always says I'm too annoying.
eng	I hate those spiders. They're always there to freak me out when I'm cleaning.
eng	So annoying... Now I get a headache whenever I use the computer!
eng	It's so hot that you could cook an egg on the hood of a car.
eng	It is very hot today.
eng	Nobody came.
eng	I never saw a red fridge.
eng	Better to be hated for who you are than loved for who you're not.
eng	It's lonely in the saddle since the horse died.
eng	Mathematics is the part of science you could continue to do if you woke up tomorrow and discovered the universe was gone.
eng	My eyes are an ocean in which my dreams are reflected.
eng	You know the phrase, we reap what we sow. I have sown the wind and this is my storm.
eng	Look at me when I talk to you!
eng	What would the world be without women?
eng	What if you gave a speech and nobody came?
eng	I don't know what to say to make you feel better.
eng	This is not my type.
eng	I was trying to kill time.
eng	How did you come up with this crazy idea?
eng	I'm tired.
eng	Who wants some hot chocolate?
eng	Speak more slowly, please!
eng	When do we arrive?
eng	The check, please.
eng	And what are we going to do?
eng	I have a headache.
eng	Where can one make a phone call?
eng	I must admit that I snore.
eng	Tonight we're going to church.
eng	How are you? Did you have a good trip?
eng	I don't feel well.
eng	Call the police!
eng	It's too expensive!
eng	She's faking sleep. That's why she's not snoring.
eng	My shoes are too small. I need new ones.
eng	We're getting out of here. The cops are coming.
eng	Merry Christmas!
eng	It would be so cool if I could speak ten languages!
eng	"If you're tired, why don't you go to sleep?" "Because if I go to sleep now I will wake up too early."
eng	You should have listened to me.
eng	It's a complete mess, and it's getting on my nerves.
eng	When the body is touched, receptors in the skin send messages to the brain causing the release of chemicals such as endorphins.
eng	What does it involve?
eng	One hundred and fifty thousand couples are expected to get married in Shanghai in 2006.
eng	Those selected will have to face extensive medical and psychological tests.
eng	Half a million children still face malnutrition in Niger.
eng	It will take five to ten years for the technology to be ready.
eng	Bicycles are tools for urban sustainability.
eng	The French government has launched an online game that challenges taxpayers to balance the national budget.
eng	He would be glad to hear that.
eng	What do you believe is true even though you cannot prove it?
eng	Computers make people stupid.
eng	Don't ask what they think. Ask what they do.
eng	When you're trying to prove something, it helps to know it's true.
eng	What changes the world is communication, not information.
eng	Most scientific breakthroughs are nothing else than the discovery of the obvious.
eng	If you don't understand something, it's because you aren't aware of its context.
eng	The past can only be known, not changed. The future can only be changed, not known.
eng	The key question is not what can I gain but what do I have to lose.
eng	Anything that can be misunderstood will be.
eng	Any universe simple enough to be understood is too simple to produce a mind able to understand it.
eng	Why is life so full of suffering?
eng	Despite the importance of sleep, its purpose is a mystery.
eng	What does it mean to have an educated mind in the 21st century?
eng	Passion creates suffering.
eng	The train from Geneva will arrive at the station.
eng	I would like to give him a present for his birthday.
eng	I'm starving!
eng	Do you have friends in Antigua?
eng	A cubic meter corresponds to 1000 liters.
eng	I have so much work that I will stay for one more hour.
eng	I am married and have two children.
eng	He plays the piano very well.
eng	I see it rarely.
eng	I'd like to study in Paris.
eng	You don't know who I am.
eng	Why don't you eat vegetables?
eng	Why do people go to the movies?
eng	I'm undressing.
eng	The car crashed into the wall.
eng	There are no real visions.
eng	There's no point telling me "Hi, how are you?" if you have nothing else to say.
eng	In a dictionary like this one there should be at least two sentences with "fridge".
eng	Creationism is a pseudo-science.
eng	The wind calmed down.
eng	I don't want to propose to you!
eng	Give me time to give you everything I have!
eng	A democrat is a free citizen who yields to the will of the majority.
eng	Where there's a will, there's a way.
eng	Who searches, finds.
eng	Rome wasn't built in a day.
eng	Silence gives consent.
eng	"Have you finished?" "On the contrary, I have not even begun yet."
eng	"Good morning", said Tom with a smile.
eng	Why does one say "Good day" when the day is not good?
eng	Wine is poetry filled in bottles.
eng	That was the best day of my life.
eng	I don't understand German.
eng	I made my decision.
eng	I give you my word.
eng	You are the great love of my life.
eng	Being objective means not telling everybody whose side you are on.
eng	We have a Pope.
eng	The whole is greater than the sum of the parts.
eng	A mathematical truth is neither simple nor complicated; it is.
eng	Mathematicians are poets, except that they have to prove what their fantasy creates.
eng	Mathematicians are like French people: whatever you tell them they translate it into their own language and turn it into something totally different.
eng	An expert is someone who knows some of the worst mistakes that can be made in his field, and how to avoid them.
eng	Doing math is the only socially acceptable way to masturbate in public.
eng	There are 10 types of people in the world: those who understand binary, and those who don't.
eng	I don't think, therefore I am not.
eng	Nowadays we want our children to make their own decisions, but we expect those decisions to please us.
eng	Don't worry, be happy!
eng	I find foreign languages very interesting.
eng	I don't like learning irregular verbs.
eng	Take a book and read it.
eng	Face life with a smile!
eng	Most schools were designed not to transform society, but to reproduce it.
eng	You make me dream.
eng	I'm beside myself with joy.
eng	He's already a man.
eng	The vacation is over now.
eng	I'm afraid to fall.
eng	Evening dress is desired.
eng	That's the absolute truth.
eng	It's cold.
eng	I'm thirsty.
eng	When I ask people what they regret most about high school, they nearly all say the same thing: that they wasted so much time.
eng	When you can't do what you want, you do what you can.
eng	Give him an inch and he'll take a yard.
eng	You did this intentionally!
eng	You didn't tell him anything?
eng	You made me lose my mind.
eng	You're my type.
eng	You're irresistible.
eng	Could you call again later, please?
eng	Who am I talking with?
eng	I accept, but only under one condition.
eng	Smile now, cry later!
eng	At the age of six he had learned to use the typewriter and told the teacher that he did not need to learn to write by hand.
eng	Life is beautiful.
eng	There are days where I feel like my brain wants to abandon me.
eng	I can't cut my nails and do the ironing at the same time!
eng	I can't take it anymore! I haven't slept for three days!
eng	He doesn't want you to tell him about your sex life.
eng	Have you ever eaten a banana pie?
eng	Why would you marry a woman if you like men?
eng	If you can't have children, you could always adopt.
eng	Are you for or against abortions?
eng	What made you change your mind?
eng	Hey, look, a three-headed monkey!
eng	It's a pity that you can't buy miracles like you would buy potatoes.
eng	I love lasagna.
eng	If you know that something unpleasant will happen, that you will go to the dentist for example, or to France, then that is not good.
eng	Half an eye is very useful actually, because an animal can see half of another animal, which wants to eat it, and can get out of the way, and it will eat the animal, which has only one-half eye or only 49% of an eye, because this to it will not be enough, and the animal, which was eaten up, will have no children, because it is dead.
eng	Prime numbers are like life; they are completely logical, but impossible to find the rules for, even if you spend all your time thinking about it.
eng	If you raise an eyebrow, it can mean "I want to have sex with you", but also "I find that what you just said is completely idiotic."
eng	The brain is just a complicated machine.
eng	A schedule is an identity card for time, but, if you don't have a schedule, the time isn't there.
eng	This baby penguin is too cute!
eng	I'm at the hospital. I got struck by lightning.
eng	Let's face it, it's impossible. We're never gonna make it.
eng	What is your greatest source of inspiration?
eng	You don't marry someone you can live with — you marry the person whom you cannot live without.
eng	In theory, there is no difference between theory and practice. But, in practice, there is.
eng	Don't stay in bed, unless you can make money in bed.
eng	There are people in the world so hungry, that God cannot appear to them except in the form of bread.
eng	Anything that is too stupid to be spoken is sung.
eng	It requires wisdom to understand wisdom: the music is nothing if the audience is deaf.
eng	I was rereading the letters you sent to me.
eng	I don't want to go to school.
eng	It's over between us. Give me back my ring!
eng	It is raining.
eng	I was planning on going to the beach today, but then it started to rain.
eng	She's really smart, isn't she?
eng	An opinion is shocking only if it is a conviction.
eng	People who love doubt nothing, or doubt everything.
eng	Justice is expensive.
eng	Liberty consists of being able to make everything as harmless as possible.
eng	The slowest one to make a promise is the most faithful one in keeping it.
eng	Every opinion is a mixture of truth and mistakes.
eng	Life is a fatal sexually transmitted disease.
eng	If two men always have the same opinion, one of them is unnecessary.
